iteration,x,y,energie cinetique,energie potentielle,energie mecanique
465,-8.270219238277762816731055513,3.2325430922321565877971231777,69.18712861175356945510958264,32.325430922321565877971231777,101.51255953407513533308081442
466,-8.154129447495096868808373720,3.0239144936310820021196097848,71.25341459776431531188471657,30.239144936310820021196097848,101.49255953407513533308081442
467,-8.038039656712430920885691927,2.8112858950300074164420963919,73.35970058377506116865985050,28.112858950300074164420963919,101.47255953407513533308081442
468,-7.9219498659297649729630101343,2.5946572964289328307645829990,75.50598656978580702543498443,25.946572964289328307645829990,101.45255953407513533308081442
469,-7.8058600751470990250403283416,2.3740286978278582450870696061,77.69227255579655288221011836,23.740286978278582450870696061,101.43255953407513533308081442
470,-7.6897702843644330771176465489,2.1494000992267836594095562132,79.91855854180729873898525228,21.494000992267836594095562132,101.41255953407513533308081441
471,-7.5736804935817671291949647562,1.9207715006257090737320428203,82.18484452781804459576038622,19.207715006257090737320428203,101.39255953407513533308081442
472,-7.4575907027991011812722829635,1.6881429020246344880545294274,84.49113051382879045253552014,16.881429020246344880545294274,101.37255953407513533308081441
473,-7.3415009120164352333496011708,1.4515143034235599023770160345,86.83741649983953630931065408,14.515143034235599023770160345,101.35255953407513533308081442
474,-7.2254111212337692854269193781,1.2108857048224853166995026416,89.22370248585028216608578800,12.108857048224853166995026416,101.33255953407513533308081442
475,-7.1093213304511033375042375854,0.9662571062214107310219892487,91.64998847186102802286092193,9.662571062214107310219892487,101.31255953407513533308081442
476,-6.9932315396684373895815557927,0.7176285076203361453444758558,94.11627445787177387963605586,7.1762850762033614534447585580,101.29255953407513533308081442
477,-6.8771417488857714416588740000,0.4649999090192615596669624629,96.62256044388251973641118979,4.6499990901926155966696246290,101.27255953407513533308081442
478,-6.7610519581031056620522654353,0.2916286895818126539303042232,99.16884642989326559318632372,2.9162868958181265393030422320,102.08513332571139213248936595
479,-6.6449621673204397141295836426,0.5442572881828872396078176161,96.62256044388251973641118979,5.4425728818288723960781761610,102.06513332571139213248936595
480,-6.5288723765377737662069018499,0.7928858867839618252853310090,94.11627445787177387963605586,7.928858867839618252853310090,102.04513332571139213248936595
481,-6.4127825857551078182842200572,1.0375144853850364109628444019,91.64998847186102802286092193,10.375144853850364109628444019,102.02513332571139213248936595
482,-6.2966927949724418703615382645,1.2781430839861109966403577948,89.22370248585028216608578800,12.781430839861109966403577948,102.00513332571139213248936595
483,-6.1806030041897759224388564718,1.5147716825871855823178711877,86.83741649983953630931065408,15.147716825871855823178711877,101.98513332571139213248936596
484,-6.0645132134071099745161746791,1.7474002811882601679953845806,84.49113051382879045253552014,17.474002811882601679953845806,101.96513332571139213248936595
485,-5.9484234226244440265934928864,1.9760288797893347536728979735,82.18484452781804459576038622,19.760288797893347536728979735,101.94513332571139213248936596
486,-5.8323336318417780786708110937,2.2006574783904093393504113664,79.91855854180729873898525228,22.006574783904093393504113664,101.92513332571139213248936594
487,-5.7162438410591121307481293010,2.4212860769914839250279247593,77.69227255579655288221011836,24.212860769914839250279247593,101.90513332571139213248936595
488,-5.6001540502764461828254475083,2.6379146755925585107054381522,75.50598656978580702543498443,26.379146755925585107054381522,101.88513332571139213248936595
489,-5.4840642594937802349027657156,2.8505432741936330963829515451,73.35970058377506116865985050,28.505432741936330963829515451,101.86513332571139213248936595
490,-5.3679744687111142869800839229,3.0591718727947076820604649380,71.25341459776431531188471657,30.591718727947076820604649380,101.84513332571139213248936595
491,-5.2518846779284483390574021302,3.2638004713957822677379783309,69.18712861175356945510958264,32.638004713957822677379783309,101.82513332571139213248936595
492,-5.1357948871457823911347203375,3.4644290699968568534154917238,67.160842625742823598334448715,34.644290699968568534154917238,101.80513332571139213248936595
493,-5.0197050963631164432120385448,3.6610576685979314390930051167,65.174556639732077741559314785,36.610576685979314390930051167,101.78513332571139213248936595
494,-4.9036153055804504952893567521,3.8536862671990060247705185096,63.228270653721331884784180855,38.536862671990060247705185096,101.76513332571139213248936595
495,-4.7875255147977845473666749594,4.0423148658000806104480319025,61.321984667710586028009046925,40.423148658000806104480319025,101.74513332571139213248936595
496,-4.6714357240151185994439931667,4.2269434644011551961255452954,59.45569868169984017123391300,42.269434644011551961255452954,101.72513332571139213248936595
497,-4.5553459332324526515213113740,4.4075720630022297818030586883,57.62941269568909431445877907,44.075720630022297818030586883,101.70513332571139213248936595
498,-4.4392561424497867035986295813,4.5842006616033043674805720812,55.84312670967834845768364514,45.842006616033043674805720812,101.68513332571139213248936595
499,-4.3231663516671207556759477886,4.7568292602043789531580854741,54.09684072366760260090851121,47.568292602043789531580854741,101.66513332571139213248936595
500,-4.2070765608844548077532659959,4.9254578588054535388355988670,52.39055473765685674413337728,49.254578588054535388355988670,101.64513332571139213248936595
501,-4.0909867701017888598305842032,5.0900864574065281245131122599,50.72426875164611088735824335,50.900864574065281245131122599,101.62513332571139213248936595
502,-3.9748969793191229119079024105,5.2507150560076027101906256528,49.097982765635365030583109425,52.507150560076027101906256528,101.60513332571139213248936595
503,-3.8588071885364569639852206178,5.4073436546086772958681390457,47.511696779624619173807975495,54.073436546086772958681390457,101.58513332571139213248936595
504,-3.7427173977537910160625388251,5.5599722532097518815456524386,45.965410793613873317032841565,55.599722532097518815456524386,101.56513332571139213248936595
505,-3.6266276069711250681398570324,5.7086008518108264672231658315,44.459124807603127460257707635,57.086008518108264672231658315,101.54513332571139213248936595
506,-3.5105378161884591202171752397,5.8532294504119010529006792244,42.99283882159238160348257371,58.532294504119010529006792244,101.52513332571139213248936595
507,-3.3944480254057931722944934470,5.9938580490129756385781926173,41.56655283558163574670743978,59.938580490129756385781926173,101.50513332571139213248936595
508,-3.2783582346231272243718116543,6.1304866476140502242557060102,40.18026684957088988993230585,61.304866476140502242557060102,101.48513332571139213248936595
509,-3.1622684438404612764491298616,6.2631152462151248099332194031,38.833980863560144033157171922,62.631152462151248099332194031,101.46513332571139213248936595
510,-3.0461786530577953285264480689,6.3917438448161993956107327960,37.527694877549398176382037993,63.917438448161993956107327960,101.44513332571139213248936595
511,-2.9300888622751293806037662762,6.5163724434172739812882461889,36.261408891538652319606904064,65.163724434172739812882461889,101.42513332571139213248936595
512,-2.8139990714924634326810844835,6.6370010420183485669657595818,35.035122905527906462831770136,66.370010420183485669657595818,101.40513332571139213248936595
513,-2.6979092807097974847584026908,6.7536296406194231526432729747,33.848836919517160606056636207,67.536296406194231526432729747,101.38513332571139213248936595
514,-2.5818194899271315368357208981,6.8662582392204977383207863676,32.702550933506414749281502278,68.662582392204977383207863676,101.36513332571139213248936595
515,-2.4657296991444655889130391054,6.9748868378215723239982997605,31.596264947495668892506368349,69.748868378215723239982997605,101.34513332571139213248936595
516,-2.3496399083617996409903573127,7.0795154364226469096758131534,30.52997896148492303573123442,70.795154364226469096758131534,101.32513332571139213248936595
517,-2.2335501175791336930676755200,7.1801440350237214953533265463,29.503692975474177178956100492,71.801440350237214953533265463,101.30513332571139213248936596
518,-2.1174603267964677451449937273,7.2767726336247960810308399392,28.517406989463431322180966563,72.767726336247960810308399392,101.28513332571139213248936596
519,-2.0013705360138017972223119346,7.3694012322258706667083533321,27.571121003452685465405832634,73.694012322258706667083533321,101.26513332571139213248936596
520,-1.8852807452311358492996301419,7.4580298308269452523858667250,26.664835017441939608630698705,74.580298308269452523858667250,101.24513332571139213248936596
521,-1.7691909544484699013769483492,7.5426584294280198380633801179,25.798549031431193751855564776,75.426584294280198380633801179,101.22513332571139213248936596
522,-1.6531011636658039534542665565,7.6232870280290944237408935108,24.972263045420447895080430848,76.232870280290944237408935108,101.20513332571139213248936596
523,-1.5370113728831380055315847638,7.6999156266301690094184069037,24.185977059409702038305296919,76.999156266301690094184069037,101.18513332571139213248936596
524,-1.4209215821004720576089029711,7.7725442252312435950959202966,23.439691073398956181530162990,77.725442252312435950959202966,101.16513332571139213248936596
525,-1.3048317913178061096862211784,7.8411728238323181807734336895,22.733405087388210324755029061,78.411728238323181807734336895,101.14513332571139213248936596
526,-1.1887420005351401617635393857,7.9058014224333927664509470824,22.067119101377464467979895132,79.058014224333927664509470824,101.12513332571139213248936596
527,-1.0726522097524742138408575930,7.966430021034467352128460475,21.440833115366718611204761204,79.66430021034467352128460475,101.10513332571139213248936595
528,-0.9565624189698082659181758003,8.023058619635541937805973868,20.854547129355972754429627275,80.23058619635541937805973868,101.08513332571139213248936596
529,-0.8404726281871423179954940076,8.075687218236616523483487261,20.308261143345226897654493346,80.75687218236616523483487261,101.06513332571139213248936596
530,-0.7243828374044763700728122149,8.124315816837691109161000654,19.801975157334481040879359417,81.24315816837691109161000654,101.04513332571139213248936596
531,-0.6082930466218104221501304222,8.168944415438765694838514047,19.335689171323735184104225488,81.68944415438765694838514047,101.02513332571139213248936596
532,-0.4922032558391444742274486295,8.209573014039840280516027440,18.90940318531298932732909156,82.09573014039840280516027440,101.00513332571139213248936596
533,-0.3761134650564785263047668368,8.246201612640914866193540833,18.523117199302243470553957631,82.46201612640914866193540833,100.98513332571139213248936596
534,-0.2600236742738125783820850441,8.278830211241989451871054226,18.176831213291497613778823702,82.78830211241989451871054226,100.96513332571139213248936596
535,-0.1439338834911466304594032514,8.307458809843064037548567619,17.870545227280751757003689773,83.07458809843064037548567619,100.94513332571139213248936596
536,-0.0278440927084806825367214587,8.332087408444138623226081012,17.604259241270005900228555844,83.32087408444138623226081012,100.92513332571139213248936596
537,0.0882456980741852653859603340,8.352716007045213208903594405,17.377973255259260043453421916,83.52716007045213208903594405,100.90513332571139213248936597
538,0.2043354888568512133086421267,8.369344605646287794581107798,17.191687269248514186678287987,83.69344605646287794581107798,100.88513332571139213248936597
539,0.3204252796395171612313239194,8.381973204247362380258621191,17.045401283237768329903154058,83.81973204247362380258621191,100.86513332571139213248936597
540,0.4365150704221831091540057121,8.390601802848436965936134584,16.939115297227022473128020129,83.90601802848436965936134584,100.84513332571139213248936597
541,0.5526048612048490570766875048,8.395230401449511551613647977,16.8728293112162766163528862,83.95230401449511551613647977,100.82513332571139213248936597
542,0.6686946519875150049993692975,8.395859000050586137291161370,16.846543325205530759577752272,83.95859000050586137291161370,100.80513332571139213248936597
543,0.7847844427701809529220510902,8.392487598651660722968674763,16.860257339194784902802618343,83.92487598651660722968674763,100.78513332571139213248936597
544,0.9008742335528469008447328829,8.385116197252735308646188156,16.913971353184039046027484414,83.85116197252735308646188156,100.76513332571139213248936597
545,1.0169640243355128487674146756,8.373744795853809894323701549,17.007685367173293189252350485,83.73744795853809894323701549,100.74513332571139213248936598
546,1.1330538151181787966900964683,8.358373394454884480001214942,17.141399381162547332477216556,83.58373394454884480001214942,100.72513332571139213248936598
547,1.2491436059008447446127782610,8.339001993055959065678728335,17.315113395151801475702082628,83.39001993055959065678728335,100.70513332571139213248936598
548,1.3652333966835106925354600537,8.315630591657033651356241728,17.528827409141055618926948699,83.15630591657033651356241728,100.68513332571139213248936598
549,1.4813231874661766404581418464,8.288259190258108237033755121,17.782541423130309762151814770,82.88259190258108237033755121,100.66513332571139213248936598
550,1.5974129782488425883808236391,8.256887788859182822711268514,18.076255437119563905376680841,82.56887788859182822711268514,100.64513332571139213248936598
551,1.7135027690315085363035054318,8.221516387460257408388781907,18.409969451108818048601546912,82.21516387460257408388781907,100.62513332571139213248936598
552,1.8295925598141744842261872245,8.182144986061331994066295300,18.783683465098072191826412984,81.82144986061331994066295300,100.60513332571139213248936598
553,1.9456823505968404321488690172,8.138773584662406579743808693,19.197397479087326335051279055,81.38773584662406579743808693,100.58513332571139213248936598
554,2.0617721413795063800715508099,8.091402183263481165421322086,19.651111493076580478276145126,80.91402183263481165421322086,100.56513332571139213248936599
555,2.1778619321621723279942326026,8.040030781864555751098835479,20.144825507065834621501011197,80.40030781864555751098835479,100.54513332571139213248936599
556,2.2939517229448382759169143953,7.984659380465630336776348872,20.678539521055088764725877268,79.84659380465630336776348872,100.52513332571139213248936599
557,2.4100415137275042238395961880,7.925287979066704922453862265,21.25225353504434290795074334,79.25287979066704922453862265,100.50513332571139213248936599
558,2.5261313045101701717622779807,7.8619165776677795081313756579,21.865967549033597051175609411,78.619165776677795081313756579,100.48513332571139213248936599
559,2.6422210952928361196849597734,7.7945451762688540938088890508,22.519681563022851194400475482,77.945451762688540938088890508,100.46513332571139213248936599
560,2.7583108860755020676076415661,7.7231737748699286794864024437,23.213395577012105337625341553,77.231737748699286794864024437,100.44513332571139213248936599
561,2.8744006768581680155303233588,7.6478023734710032651639158366,23.947109591001359480850207624,76.478023734710032651639158366,100.42513332571139213248936599
562,2.9904904676408339634530051515,7.5684309720720778508414292295,24.720823604990613624075073696,75.684309720720778508414292295,100.40513332571139213248936599
563,3.1065802584234999113756869442,7.4850595706731524365189426224,25.534537618979867767299939767,74.850595706731524365189426224,100.38513332571139213248936599
564,3.2226700492061658592983687369,7.3976881692742270221964560153,26.388251632969121910524805838,73.976881692742270221964560153,100.36513332571139213248936599
565,3.3387598399888318072210505296,7.3063167678753016078739694082,27.281965646958376053749671909,73.063167678753016078739694082,100.34513332571139213248936599
566,3.4548496307714977551437323223,7.2109453664763761935514828011,28.21567966094763019697453798,72.109453664763761935514828011,100.32513332571139213248936599
567,3.5709394215541637030664141150,7.1115739650774507792289961940,29.189393674936884340199404052,71.115739650774507792289961940,100.30513332571139213248936599
568,3.6870292123368296509890959077,7.0082025636785253649065095869,30.203107688926138483424270123,70.082025636785253649065095869,100.28513332571139213248936599
569,3.8031190031194955989117777004,6.9008311622795999505840229798,31.256821702915392626649136194,69.008311622795999505840229798,100.26513332571139213248936599
570,3.9192087939021615468344594931,6.7894597608806745362615363727,32.350535716904646769874002265,67.894597608806745362615363727,100.24513332571139213248936599
571,4.0352985846848274947571412858,6.6740883594817491219390497656,33.484249730893900913098868336,66.740883594817491219390497656,100.22513332571139213248936599
572,4.1513883754674934426798230785,6.5547169580828237076165631585,34.657963744883155056323734408,65.547169580828237076165631585,100.20513332571139213248936599
573,4.2674781662501593906025048712,6.4313455566838982932940765514,35.871677758872409199548600479,64.313455566838982932940765514,100.18513332571139213248936599
574,4.3835679570328253385251866639,6.3039741552849728789715899443,37.125391772861663342773466550,63.039741552849728789715899443,100.16513332571139213248936599
575,4.4996577478154912864478684566,6.1726027538860474646491033372,38.419105786850917485998332621,61.726027538860474646491033372,100.14513332571139213248936599
576,4.6157475385981572343705502493,6.0372313524871220503266167301,39.75281980084017162922319869,60.372313524871220503266167301,100.12513332571139213248936599
577,4.7318373293808231822932320420,5.8978599510881966360041301230,41.126533814829425772448064765,58.978599510881966360041301230,100.10513332571139213248936600
578,4.8479271201634891302159138347,5.7544885496892712216816435159,42.540247828818679915672930835,57.544885496892712216816435159,100.08513332571139213248936599
579,4.9640169109461550781385956274,5.6071171482903458073591569088,43.993961842807934058897796905,56.071171482903458073591569088,100.06513332571139213248936599
580,5.0801067017288210260612774201,5.4557457468914203930366703017,45.487675856797188202122662975,54.557457468914203930366703017,100.04513332571139213248936599
581,5.1961964925114869739839592128,5.3003743454924949787141836946,47.02138987078644234534752905,53.003743454924949787141836946,100.02513332571139213248936600
582,5.3122862832941529219066410055,5.1410029440935695643916970875,48.59510388477569648857239512,51.410029440935695643916970875,100.00513332571139213248936600
583,5.4283760740768188698293227982,4.9776315426946441500692104804,50.20881789876495063179726119,49.776315426946441500692104804,99.98513332571139213248936599
584,5.5444658648594848177520045909,4.8102601412957187357467238733,51.86253191275420477502212726,48.102601412957187357467238733,99.96513332571139213248936599
585,5.6605556556421507656746863836,4.6388887398967933214242372662,53.556245926743458918246993335,46.388887398967933214242372662,99.94513332571139213248936600
586,5.7766454464248167135973681763,4.4635173384978679071017506591,55.289959940732713061471859405,44.635173384978679071017506591,99.92513332571139213248936600
587,5.8927352372074826615200499690,4.2841459370989424927792640520,57.06367395472196720469672548,42.841459370989424927792640520,99.90513332571139213248936600
588,6.0088250279901486094427317617,4.1007745357000170784567774449,58.87738796871122134792159155,41.007745357000170784567774449,99.88513332571139213248936600
589,6.1249148187728145573654135544,3.9134031343010916641342908378,60.73110198270047549114645762,39.134031343010916641342908378,99.86513332571139213248936600
590,6.2410046095554805052880953471,3.7220317329021662498118042307,62.62481599668972963437132369,37.220317329021662498118042307,99.84513332571139213248936600
591,6.3570944003381464532107771398,3.5266603315032408354893176236,64.55853001067898377759618976,35.266603315032408354893176236,99.82513332571139213248936600
592,6.4731841911208124011334589325,3.3272889301043154211668310165,66.532244024668237920821055835,33.272889301043154211668310165,99.80513332571139213248936600
593,6.5892739819034783490561407252,3.1239175287053900068443444094,68.545958038657492064045921905,31.239175287053900068443444094,99.78513332571139213248936600
594,6.7053637726861442969788225179,2.9165461273064645925218578023,70.599672052646746207270787975,29.165461273064645925218578023,99.76513332571139213248936600
595,6.8214535634688102449015043106,2.7051747259075391781993711952,72.693386066636000350495654045,27.051747259075391781993711952,99.74513332571139213248936600
596,6.9375433542514761928241861033,2.4898033245086137638768845881,74.82710008062525449372052012,24.898033245086137638768845881,99.72513332571139213248936600
597,7.0536331450341421407468678960,2.2704319231096883495543979810,77.00081409461450863694538619,22.704319231096883495543979810,99.70513332571139213248936600
598,7.1697229358168080886695496887,2.0470605217107629352319113739,79.21452810860376278017025226,20.470605217107629352319113739,99.68513332571139213248936600
599,7.2858127265994740365922314814,1.8196891203118375209094247668,81.46824212259301692339511833,18.196891203118375209094247668,99.66513332571139213248936600
600,7.4019025173821399845149132741,1.5883177189129121065869381597,83.7619561365822710666199844,15.883177189129121065869381597,99.64513332571139213248936600
601,7.5179923081648059324375950668,1.3529463175139866922644515526,86.09567015057152520984485048,13.529463175139866922644515526,99.62513332571139213248936601
602,7.6340820989474718803602768595,1.1135749161150612779419649455,88.46938416456077935306971654,11.135749161150612779419649455,99.60513332571139213248936600
603,7.7501718897301378282829586522,0.8702035147161358636194783384,90.88309817855003349629458262,8.702035147161358636194783384,99.58513332571139213248936600
604,7.8662616805128037762056404449,0.6228321133172104492969917313,93.33681219253928763951944869,6.2283211331721044929699173130,99.56513332571139213248936600
605,7.982351471295469724128322238,0.3714607119182850349745051242,95.83052620652854178274431476,3.7146071191828503497450512420,99.54513332571139213248936600
606,8.098441262078135706737474860,0.3839106894806404556504074363,98.36424022051779592596918083,3.8391068948064045565040743630,102.20334711532420048247325519
607,8.214531052860801654660156653,0.6352820908795658699728940434,95.83052620652854178274431476,6.3528209087956586997289404340,102.18334711532420048247325519
608,8.330620843643467602582838446,0.8826534922784912842953806505,93.33681219253928763951944869,8.826534922784912842953806505,102.16334711532420048247325520
609,8.446710634426133550505520239,1.1260248936774166986178672576,90.88309817855003349629458262,11.260248936774166986178672576,102.14334711532420048247325520
610,8.562800425208799498428202032,1.3653962950763421129403538647,88.46938416456077935306971654,13.653962950763421129403538647,102.12334711532420048247325519
611,8.678890215991465446350883825,1.6007676964752675272628404718,86.09567015057152520984485048,16.007676964752675272628404718,102.10334711532420048247325520
612,8.794980006774131394273565618,1.8321390978741929415853270789,83.7619561365822710666199844,18.321390978741929415853270789,102.08334711532420048247325519
613,8.911069797556797342196247411,2.0595104992731183559078136860,81.46824212259301692339511833,20.595104992731183559078136860,102.06334711532420048247325519
614,9.027159588339463290118929204,2.2828819006720437702303002931,79.21452810860376278017025226,22.828819006720437702303002931,102.04334711532420048247325519
615,9.143249379122129238041610997,2.5022533020709691845527869002,77.00081409461450863694538619,25.022533020709691845527869002,102.02334711532420048247325519
616,9.259339169904795185964292790,2.7176247034698945988752735073,74.82710008062525449372052012,27.176247034698945988752735073,102.00334711532420048247325519
617,9.375428960687461133886974583,2.9289961048688200131977601144,72.693386066636000350495654045,29.289961048688200131977601144,101.98334711532420048247325519
618,9.491518751470127081809656376,3.1363675062677454275202467215,70.599672052646746207270787975,31.363675062677454275202467215,101.96334711532420048247325519
619,9.607608542252793029732338169,3.3397389076666708418427333286,68.545958038657492064045921905,33.397389076666708418427333286,101.94334711532420048247325519
620,9.723698333035458977655019962,3.5391103090655962561652199357,66.532244024668237920821055835,35.391103090655962561652199357,101.92334711532420048247325519
621,9.660211876181875073365859153,3.7344817104645216722656233141,64.55853001067898377759618976,37.344817104645216722656233141,101.90334711532420050025242290
622,9.544122085399209125443177360,3.9258531118634470865881099212,62.62481599668972963437132369,39.258531118634470865881099212,101.88334711532420050025242290
623,9.428032294616543177520495567,4.1132245132623725009105965283,60.73110198270047549114645762,41.132245132623725009105965283,101.86334711532420050025242290
624,9.311942503833877229597813774,4.2965959146612979152330831354,58.87738796871122134792159155,42.965959146612979152330831354,101.84334711532420050025242290
625,9.195852713051211281675131981,4.4759673160602233295555697425,57.06367395472196720469672548,44.759673160602233295555697425,101.82334711532420050025242290
626,9.079762922268545333752450188,4.6513387174591487438780563496,55.289959940732713061471859405,46.513387174591487438780563496,101.80334711532420050025242290
627,8.963673131485879385829768395,4.8227101188580741582005429567,53.556245926743458918246993335,48.227101188580741582005429567,101.78334711532420050025242290
628,8.847583340703213437907086602,4.9900815202569995725230295638,51.86253191275420477502212726,49.900815202569995725230295638,101.76334711532420050025242290
629,8.731493549920547489984404809,5.1534529216559249868455161709,50.20881789876495063179726119,51.534529216559249868455161709,101.74334711532420050025242290
630,8.615403759137881542061723016,5.3128243230548504011680027780,48.59510388477569648857239512,53.128243230548504011680027780,101.72334711532420050025242290
631,8.499313968355215594139041223,5.4681957244537758154904893851,47.02138987078644234534752905,54.681957244537758154904893851,101.70334711532420050025242290
632,8.383224177572549646216359430,5.6195671258527012298129759922,45.487675856797188202122662975,56.195671258527012298129759922,101.68334711532420050025242290
633,8.267134386789883698293677637,5.7669385272516266441354625993,43.993961842807934058897796905,57.669385272516266441354625993,101.66334711532420050025242290
634,8.151044596007217750370995844,5.9103099286505520584579492064,42.540247828818679915672930835,59.103099286505520584579492064,101.64334711532420050025242290
635,8.034954805224551802448314051,6.0496813300494774727804358135,41.126533814829425772448064765,60.496813300494774727804358135,101.62334711532420050025242290
636,7.9188650144418858545256322583,6.1850527314484028871029224206,39.75281980084017162922319869,61.850527314484028871029224206,101.60334711532420050025242290
637,7.8027752236592199066029504656,6.3164241328473283014254090277,38.419105786850917485998332621,63.164241328473283014254090277,101.58334711532420050025242290
638,7.6866854328765539586802686729,6.4437955342462537157478956348,37.125391772861663342773466550,64.437955342462537157478956348,101.56334711532420050025242290
639,7.5705956420938880107575868802,6.5671669356451791300703822419,35.871677758872409199548600479,65.671669356451791300703822419,101.54334711532420050025242290
640,7.4545058513112220628349050875,6.6865383370441045443928688490,34.657963744883155056323734408,66.865383370441045443928688490,101.52334711532420050025242290
641,7.3384160605285561149122232948,6.8019097384430299587153554561,33.484249730893900913098868336,68.019097384430299587153554561,101.50334711532420050025242290
642,7.2223262697458901669895415021,6.9132811398419553730378420632,32.350535716904646769874002265,69.132811398419553730378420632,101.48334711532420050025242290
643,7.1062364789632242190668597094,7.0206525412408807873603286703,31.256821702915392626649136194,70.206525412408807873603286703,101.46334711532420050025242290
644,6.9901466881805582711441779167,7.1240239426398062016828152774,30.203107688926138483424270123,71.240239426398062016828152774,101.44334711532420050025242290
645,6.8740568973978923232214961240,7.2233953440387316160053018845,29.189393674936884340199404052,72.233953440387316160053018845,101.42334711532420050025242290
646,6.7579671066152263752988143313,7.3187667454376570303277884916,28.21567966094763019697453798,73.187667454376570303277884916,101.40334711532420050025242290
647,6.6418773158325604273761325386,7.4101381468365824446502750987,27.281965646958376053749671909,74.101381468365824446502750987,101.38334711532420050025242290
648,6.5257875250498944794534507459,7.4975095482355078589727617058,26.388251632969121910524805838,74.975095482355078589727617058,101.36334711532420050025242290
649,6.4096977342672285315307689532,7.5808809496344332732952483129,25.534537618979867767299939767,75.808809496344332732952483129,101.34334711532420050025242290
650,6.2936079434845625836080871605,7.6602523510333586876177349200,24.720823604990613624075073696,76.602523510333586876177349200,101.32334711532420050025242290
651,6.1775181527018966356854053678,7.7356237524322841019402215271,23.947109591001359480850207624,77.356237524322841019402215271,101.30334711532420050025242290
652,6.0614283619192306877627235751,7.8069951538312095162627081342,23.213395577012105337625341553,78.069951538312095162627081342,101.28334711532420050025242290
653,5.9453385711365647398400417824,7.8743665552301349305851947413,22.519681563022851194400475482,78.743665552301349305851947413,101.26334711532420050025242290
654,5.8292487803538987919173599897,7.937737956629060344907681348,21.865967549033597051175609411,79.37737956629060344907681348,101.24334711532420050025242289
655,5.7131589895712328439946781970,7.997109358027985759230167955,21.25225353504434290795074334,79.97109358027985759230167955,101.22334711532420050025242289
656,5.5970691987885668960719964043,8.052480759426911173552654562,20.678539521055088764725877268,80.52480759426911173552654562,101.20334711532420050025242289
657,5.4809794080059009481493146116,8.103852160825836587875141169,20.144825507065834621501011197,81.03852160825836587875141169,101.18334711532420050025242289
658,5.3648896172232350002266328189,8.151223562224762002197627776,19.651111493076580478276145126,81.51223562224762002197627776,101.16334711532420050025242289
659,5.2487998264405690523039510262,8.194594963623687416520114383,19.197397479087326335051279055,81.94594963623687416520114383,101.14334711532420050025242288
660,5.1327100356579031043812692335,8.233966365022612830842600990,18.783683465098072191826412984,82.33966365022612830842600990,101.12334711532420050025242288
661,5.0166202448752371564585874408,8.269337766421538245165087597,18.409969451108818048601546912,82.69337766421538245165087597,101.10334711532420050025242288
662,4.9005304540925712085359056481,8.300709167820463659487574204,18.076255437119563905376680841,83.00709167820463659487574204,101.08334711532420050025242288
663,4.7844406633099052606132238554,8.328080569219389073810060811,17.782541423130309762151814770,83.28080569219389073810060811,101.06334711532420050025242288
664,4.6683508725272393126905420627,8.351451970618314488132547418,17.528827409141055618926948699,83.51451970618314488132547418,101.04334711532420050025242288
665,4.5522610817445733647678602700,8.370823372017239902455034025,17.315113395151801475702082628,83.70823372017239902455034025,101.02334711532420050025242288
666,4.4361712909619074168451784773,8.386194773416165316777520632,17.141399381162547332477216556,83.86194773416165316777520632,101.00334711532420050025242288
667,4.3200815001792414689224966846,8.397566174815090731100007239,17.007685367173293189252350485,83.97566174815090731100007239,100.98334711532420050025242288
668,4.2039917093965755209998148919,8.404937576214016145422493846,16.913971353184039046027484414,84.04937576214016145422493846,100.96334711532420050025242287
669,4.0879019186139095730771330992,8.408308977612941559744980453,16.860257339194784902802618343,84.08308977612941559744980453,100.94334711532420050025242287
670,3.9718121278312436251544513065,8.407680379011866974067467060,16.846543325205530759577752272,84.07680379011866974067467060,100.92334711532420050025242287
671,3.8557223370485776772317695138,8.403051780410792388389953667,16.8728293112162766163528862,84.03051780410792388389953667,100.90334711532420050025242287
672,3.7396325462659117293090877211,8.394423181809717802712440274,16.939115297227022473128020129,83.94423181809717802712440274,100.88334711532420050025242287
673,3.6235427554832457813864059284,8.381794583208643217034926881,17.045401283237768329903154058,83.81794583208643217034926881,100.86334711532420050025242287
674,3.5074529647005798334637241357,8.365165984607568631357413488,17.191687269248514186678287987,83.65165984607568631357413488,100.84334711532420050025242287
675,3.3913631739179138855410423430,8.344537386006494045679900095,17.377973255259260043453421916,83.44537386006494045679900095,100.82334711532420050025242287
676,3.2752733831352479376183605503,8.319908787405419460002386702,17.604259241270005900228555844,83.19908787405419460002386702,100.80334711532420050025242286
677,3.1591835923525819896956787576,8.291280188804344874324873309,17.870545227280751757003689773,82.91280188804344874324873309,100.78334711532420050025242286
678,3.0430938015699160417729969649,8.258651590203270288647359916,18.176831213291497613778823702,82.58651590203270288647359916,100.76334711532420050025242286
679,2.9270040107872500938503151722,8.222022991602195702969846523,18.523117199302243470553957631,82.22022991602195702969846523,100.74334711532420050025242286
680,2.8109142200045841459276333795,8.181394393001121117292333130,18.90940318531298932732909156,81.81394393001121117292333130,100.72334711532420050025242286
681,2.6948244292219181980049515868,8.136765794400046531614819737,19.335689171323735184104225488,81.36765794400046531614819737,100.70334711532420050025242286
682,2.5787346384392522500822697941,8.088137195798971945937306344,19.801975157334481040879359417,80.88137195798971945937306344,100.68334711532420050025242286
